order_id,customer_id,product_id,order_date,amount,profit,quantity,category,subcategory
O38146,C2110,P148,2020-10-31,1169.77,8.57,4,Electronics,TVs
O38147,C2622,P498,2020-09-27,1183.72,478.12,10,Home Decor,Wall Art
O38148,C7000,P622,2020-07-10,1357.24,364.56,7,Furniture,Tables
O38149,C5949,P374,2020-03-30,768.62,496.65,4,Home Decor,Wall Art
O38150,C7813,P290,2021-12-04,862.04,322.95,8,Toys,Board Games
O38151,C5298,P658,2022-12-04,1643.23,282.38,3,Electronics,Phones
O38152,C9422,P605,2024-10-12,1116.91,135.09,6,Office Supplies,Printers
O38153,C3961,P343,2024-02-12,1454.85,329.42,1,Office Supplies,Pens
O38154,C3972,P494,2020-04-05,1521.8,188.14,9,Clothing,Jackets
O38155,C5194,P824,2020-04-06,1610.33,428.53,10,Home Decor,Lamps
O38156,C9412,P190,2020-09-02,1728.46,285.17,4,Furniture,Chairs
O38157,C6191,P149,2020-04-03,1056.16,463.74,5,Toys,Dolls
O38158,C3851,P874,2022-01-01,749.42,259.23,1,Furniture,Chairs
O38159,C1371,P445,2022-01-19,1480.71,142.93,3,Electronics,Laptops
O38160,C9399,P764,2021-10-21,132.92,204.26,7,Home Decor,Clocks
O38161,C7881,P801,2020-03-12,252.95,137.19,1,Home Decor,Clocks
O38162,C5145,P673,2021-03-02,1418.49,413.66,7,Clothing,Shirts
O38163,C4534,P359,2023-03-23,1539.97,32.37,1,Toys,Action Figures
O38164,C8400,P288,2022-02-28,347.2,315.68,6,Toys,Board Games
O38165,C3784,P330,2022-01-10,1205.99,468.92,1,Office Supplies,Staplers
O38166,C6832,P363,2023-11-04,1578.86,369.2,5,Home Decor,Wall Art
O38167,C1817,P338,2022-07-04,953.34,421.11,8,Furniture,Chairs
O38168,C9110,P967,2022-01-12,1998.73,44.0,3,Electronics,Phones
O38169,C5329,P754,2020-03-01,1744.42,498.6,8,Clothing,Shirts
O38170,C5374,P517,2020-04-21,818.95,263.64,1,Home Decor,Curtains
O38171,C7848,P934,2024-09-21,1455.48,463.07,6,Furniture,Sofas
O38172,C5281,P647,2020-08-07,467.37,105.86,7,Furniture,Tables
O38173,C8628,P266,2021-07-24,1342.88,263.4,1,Electronics,Phones
O38174,C3232,P143,2022-09-06,136.38,286.91,5,Furniture,Sofas
O38175,C5277,P744,2020-11-28,1768.35,289.51,1,Clothing,Jackets
O38176,C8272,P298,2020-01-31,223.88,334.24,10,Clothing,Shirts
O38177,C6645,P794,2021-11-20,1318.84,434.86,7,Toys,Action Figures
O38178,C7474,P782,2022-12-11,1061.83,411.2,9,Home Decor,Wall Art
O38179,C3923,P521,2024-10-31,1595.74,195.76,8,Home Decor,Wall Art
O38180,C4416,P849,2024-01-24,1224.68,110.9,6,Office Supplies,Notebooks
O38181,C3159,P415,2020-06-21,119.59,103.77,9,Office Supplies,Printers
O38182,C8476,P726,2024-10-04,1623.09,496.04,5,Clothing,Pants
O38183,C5939,P543,2022-08-16,293.87,255.84,4,Furniture,Chairs
O38184,C4615,P679,2022-10-23,227.96,31.73,9,Toys,Action Figures
O38185,C8284,P701,2023-08-24,1128.72,40.25,9,Furniture,Chairs
O38186,C6974,P842,2024-06-11,937.49,42.51,2,Toys,Board Games
O38187,C8867,P159,2021-04-02,178.61,369.86,9,Home Decor,Curtains
O38188,C1040,P287,2023-02-19,1573.82,304.8,4,Electronics,Phones
O38189,C7446,P623,2022-05-20,984.64,466.42,10,Furniture,Sofas
O38190,C7854,P114,2021-01-30,794.71,129.42,10,Home Decor,Clocks
O38191,C9797,P861,2022-12-03,230.73,371.73,2,Toys,Action Figures
O38192,C3295,P487,2023-01-29,403.71,162.87,8,Toys,Board Games
O38193,C2991,P514,2021-03-18,22.87,412.85,2,Home Decor,Curtains
O38194,C1492,P747,2023-02-13,1124.92,20.8,2,Home Decor,Clocks
O38195,C3014,P221,2020-07-16,572.65,454.35,8,Furniture,Sofas
O38196,C6094,P374,2024-09-01,1578.21,350.85,7,Office Supplies,Staplers
O38197,C9192,P281,2022-08-31,1705.31,275.78,2,Furniture,Tables
O38198,C3008,P179,2021-09-17,977.36,120.72,6,Electronics,TVs
O38199,C8492,P856,2024-08-26,1562.27,160.23,2,Clothing,Pants
O38200,C9568,P801,2024-01-19,1181.99,475.6,6,Furniture,Chairs
O38201,C7482,P575,2024-06-25,689.96,485.25,2,Office Supplies,Staplers
O38202,C1618,P919,2022-07-14,942.93,487.33,1,Furniture,Chairs
O38203,C3514,P651,2024-11-03,96.92,60.46,8,Toys,Action Figures
O38204,C8226,P186,2022-02-27,193.11,188.03,7,Furniture,Sofas
O38205,C8265,P768,2021-12-18,1599.61,61.44,1,Electronics,Laptops
O38206,C5432,P670,2020-10-10,1284.73,193.24,1,Toys,Dolls
O38207,C7051,P883,2021-05-04,1244.91,248.66,3,Home Decor,Wall Art
O38208,C1469,P681,2022-09-30,1593.93,209.81,2,Toys,Action Figures
O38209,C8222,P410,2023-09-15,1542.02,164.07,7,Clothing,Shoes
O38210,C8505,P993,2023-03-17,703.91,309.62,5,Home Decor,Curtains
O38211,C9816,P573,2023-10-16,503.94,483.2,10,Home Decor,Lamps
O38212,C9037,P805,2023-07-06,1294.33,356.48,6,Home Decor,Lamps
O38213,C7555,P722,2020-08-07,1416.21,348.98,6,Furniture,Sofas
O38214,C8665,P734,2023-05-26,566.37,85.19,5,Home Decor,Clocks
O38215,C8396,P233,2022-05-29,464.56,139.76,2,Home Decor,Curtains
O38216,C5681,P395,2024-06-22,108.19,126.36,10,Furniture,Cabinets
O38217,C7261,P198,2023-04-09,872.39,382.26,10,Electronics,TVs
O38218,C7010,P367,2022-11-15,1470.29,373.07,3,Office Supplies,Printers
O38219,C4146,P777,2021-09-24,628.12,484.01,7,Office Supplies,Printers
O38220,C3896,P984,2022-02-05,1510.01,304.16,3,Electronics,TVs
O38221,C6882,P492,2021-08-15,166.36,108.06,4,Electronics,Laptops
O38222,C4069,P498,2024-08-23,1472.85,290.9,9,Home Decor,Curtains
O38223,C6542,P888,2021-12-07,1053.32,459.43,1,Office Supplies,Pens
O38224,C7119,P974,2021-04-17,1966.63,275.2,2,Toys,Dolls
O38225,C2242,P104,2022-12-17,1384.87,373.34,1,Furniture,Tables
O38226,C1566,P516,2020-03-27,486.58,117.81,1,Home Decor,Lamps
O38227,C5336,P794,2022-10-05,1545.16,26.63,3,Clothing,Jackets
O38228,C6330,P849,2022-11-30,1327.09,129.76,9,Electronics,Phones
O38229,C4370,P113,2022-05-04,420.96,433.0,7,Clothing,Jackets
O38230,C2916,P786,2024-11-29,1967.5,255.99,6,Furniture,Sofas
O38231,C2664,P701,2021-11-06,944.4,1.49,5,Home Decor,Curtains
O38232,C6548,P822,2022-11-08,1844.19,427.41,6,Electronics,TVs
O38233,C6825,P655,2020-02-11,612.81,292.5,4,Office Supplies,Staplers
O38234,C6340,P877,2024-04-09,1106.42,222.9,2,Office Supplies,Pens
O38235,C6375,P486,2020-04-25,925.1,141.4,4,Toys,Puzzles
O38236,C5662,P233,2021-05-17,753.18,313.74,7,Electronics,Headphones
O38237,C1002,P171,2024-07-02,885.83,323.06,8,Furniture,Tables
O38238,C9830,P837,2024-02-22,239.55,395.13,7,Toys,Puzzles
O38239,C7196,P897,2020-03-25,792.33,238.88,10,Clothing,Jackets
O38240,C5891,P776,2021-03-04,888.67,52.83,2,Office Supplies,Pens
O38241,C7972,P903,2020-07-28,1247.72,319.86,5,Furniture,Cabinets
O38242,C1198,P468,2022-03-03,694.83,489.67,5,Furniture,Chairs
O38243,C9968,P274,2021-09-19,700.93,135.47,3,Clothing,Pants
O38244,C1330,P212,2020-01-16,425.07,217.15,7,Office Supplies,Pens
O38245,C5857,P433,2020-01-29,581.2,330.64,7,Electronics,Phones
O38246,C2416,P649,2020-12-07,1045.03,415.98,1,Toys,Action Figures
O38247,C5130,P298,2023-01-09,1480.67,420.42,1,Toys,Action Figures
O38248,C2564,P281,2020-01-12,300.69,185.07,8,Home Decor,Wall Art
O38249,C9901,P119,2024-11-03,1938.77,5.85,7,Electronics,TVs
O38250,C1893,P152,2022-07-24,1429.97,154.26,1,Home Decor,Wall Art
O38251,C5353,P552,2023-04-08,1220.25,470.18,4,Office Supplies,Staplers
O38252,C1607,P275,2020-02-15,27.16,232.17,8,Toys,Action Figures
O38253,C7346,P798,2024-12-04,1514.61,284.4,6,Electronics,Laptops
O38254,C8586,P239,2023-04-09,1724.32,117.8,6,Office Supplies,Staplers
O38255,C8861,P199,2022-02-02,1133.62,459.48,3,Furniture,Tables
O38256,C9873,P718,2021-02-08,1396.66,331.03,7,Home Decor,Curtains
O38257,C4341,P107,2023-02-20,117.67,140.28,1,Electronics,Phones
O38258,C9754,P186,2020-04-26,804.0,397.49,9,Home Decor,Clocks
O38259,C2546,P610,2021-12-14,269.28,36.67,6,Clothing,Pants
O38260,C9484,P425,2022-04-21,1102.4,309.68,4,Furniture,Cabinets
O38261,C5731,P183,2022-01-19,127.0,441.54,8,Home Decor,Lamps
O38262,C6936,P754,2024-04-04,1331.46,372.25,4,Clothing,Shirts
O38263,C4606,P872,2021-05-11,634.14,28.52,10,Office Supplies,Notebooks
O38264,C6677,P926,2021-03-11,1833.83,150.88,9,Toys,Action Figures
O38265,C8102,P513,2021-01-10,1339.58,361.29,4,Clothing,Pants
O38266,C9243,P978,2024-08-05,1794.67,114.27,9,Home Decor,Wall Art
O38267,C8292,P641,2023-04-21,765.93,72.75,3,Home Decor,Wall Art
O38268,C7674,P477,2023-02-13,879.79,462.67,9,Home Decor,Wall Art
O38269,C1569,P753,2024-02-06,1272.74,398.46,5,Furniture,Chairs
O38270,C3890,P540,2023-11-03,485.85,45.92,9,Toys,Dolls
O38271,C9473,P217,2023-03-29,191.85,238.69,5,Electronics,Phones
O38272,C6693,P284,2021-07-20,1434.24,478.97,6,Furniture,Tables
O38273,C4987,P133,2024-06-04,1932.4,85.39,10,Office Supplies,Notebooks
O38274,C4210,P602,2020-05-14,972.61,141.62,5,Office Supplies,Notebooks
O38275,C9394,P313,2024-05-01,1530.46,491.5,1,Home Decor,Clocks
O38276,C2402,P987,2021-09-03,1984.89,335.14,2,Electronics,Phones
O38277,C7126,P488,2024-12-13,631.76,273.45,10,Home Decor,Lamps
O38278,C3566,P765,2021-08-01,1728.37,307.98,1,Office Supplies,Pens
O38279,C3087,P191,2020-05-30,1413.59,250.03,7,Office Supplies,Pens
O38280,C6219,P601,2023-07-15,620.74,190.31,3,Toys,Puzzles
O38281,C8988,P278,2021-05-05,252.02,415.08,2,Electronics,Headphones
O38282,C8889,P687,2023-04-29,1418.99,381.55,4,Toys,Action Figures
O38283,C7230,P316,2023-06-25,906.44,351.69,2,Clothing,Shoes
O38284,C8291,P357,2023-06-07,1935.94,167.15,10,Clothing,Shirts
O38285,C4995,P912,2021-07-16,873.32,332.2,9,Furniture,Cabinets
O38286,C9970,P943,2024-02-27,769.54,271.83,2,Toys,Action Figures
O38287,C7636,P727,2022-11-03,82.92,308.14,4,Toys,Dolls
O38288,C3547,P469,2024-12-31,1321.37,136.14,9,Office Supplies,Staplers
O38289,C6359,P933,2021-07-26,1155.6,478.88,4,Office Supplies,Pens
O38290,C4774,P908,2020-09-29,927.69,293.14,5,Toys,Board Games
O38291,C5312,P995,2024-07-06,247.35,368.96,2,Clothing,Shoes
O38292,C6193,P480,2022-08-18,1316.36,294.82,3,Home Decor,Lamps
O38293,C7293,P751,2020-04-19,1097.86,110.76,5,Electronics,Laptops
O38294,C2818,P663,2020-05-16,846.37,341.61,4,Clothing,Shirts
O38295,C2459,P350,2020-06-17,950.94,409.37,3,Clothing,Shoes
O38296,C8078,P259,2020-08-25,978.31,66.7,2,Office Supplies,Printers
O38297,C6240,P615,2020-08-06,1873.61,251.75,6,Office Supplies,Pens
O38298,C5570,P312,2021-04-29,711.4,47.37,5,Clothing,Shoes
O38299,C5874,P528,2024-02-13,1420.0,32.92,7,Clothing,Shirts
O38300,C3523,P769,2020-06-03,1784.71,438.59,1,Clothing,Shirts
O38301,C9186,P937,2023-11-16,1304.97,482.71,6,Office Supplies,Pens
O38302,C5986,P909,2020-04-08,558.99,356.97,5,Office Supplies,Staplers
O38303,C6679,P822,2022-03-19,1698.99,444.78,4,Office Supplies,Printers
O38304,C6135,P894,2022-02-21,379.61,60.58,4,Office Supplies,Staplers
O38305,C5250,P968,2023-08-24,1719.92,366.78,10,Toys,Board Games
O38306,C9959,P622,2021-06-27,476.35,286.24,10,Toys,Dolls
O38307,C4277,P752,2024-03-19,1908.72,185.93,4,Home Decor,Wall Art
O38308,C5791,P917,2022-12-09,1646.23,291.44,10,Home Decor,Curtains
O38309,C3480,P988,2023-06-06,586.09,180.43,2,Furniture,Sofas
O38310,C8053,P806,2023-10-28,1246.08,425.86,2,Office Supplies,Notebooks
O38311,C4637,P751,2021-06-30,1713.96,393.33,3,Office Supplies,Printers
O38312,C6960,P456,2024-12-18,509.66,111.47,6,Home Decor,Clocks
O38313,C9386,P912,2023-02-04,1099.89,200.08,4,Clothing,Jackets
O38314,C5777,P794,2023-02-07,1047.94,494.62,10,Toys,Puzzles
O38315,C4563,P787,2024-12-18,549.59,481.74,1,Furniture,Cabinets
O38316,C1792,P675,2023-09-30,731.6,279.66,8,Toys,Puzzles
O38317,C9512,P393,2021-07-27,1366.84,453.41,2,Furniture,Sofas
O38318,C2731,P197,2020-08-25,1264.76,120.56,5,Office Supplies,Pens
O38319,C3465,P875,2024-12-18,1602.15,242.45,10,Toys,Puzzles
O38320,C8994,P690,2023-09-05,972.55,153.08,10,Clothing,Shirts
O38321,C1478,P610,2020-12-05,154.23,56.1,5,Toys,Puzzles
O38322,C9850,P397,2022-03-12,893.86,118.52,2,Clothing,Jackets
O38323,C5891,P419,2020-04-04,482.89,244.31,3,Toys,Action Figures
O38324,C3094,P816,2021-05-03,133.22,35.82,6,Home Decor,Lamps
O38325,C8316,P368,2021-02-12,237.03,277.77,5,Electronics,Phones
O38326,C1860,P531,2024-04-16,975.95,77.93,8,Electronics,TVs
O38327,C8904,P492,2020-08-13,834.63,475.43,7,Toys,Action Figures
O38328,C7510,P594,2023-07-25,471.72,238.16,7,Furniture,Sofas
O38329,C9768,P500,2024-01-21,1243.14,25.01,10,Furniture,Tables
O38330,C3529,P616,2021-09-10,527.2,431.65,2,Clothing,Shirts
O38331,C3552,P838,2022-05-24,1421.97,249.42,4,Clothing,Jackets
O38332,C5809,P966,2023-07-18,1623.13,186.01,8,Office Supplies,Notebooks
O38333,C3071,P996,2023-09-03,663.01,325.65,6,Clothing,Shirts
O38334,C5722,P167,2021-06-17,1919.89,400.85,9,Clothing,Shoes
O38335,C3807,P315,2020-03-29,1301.83,476.38,10,Toys,Board Games
O38336,C2369,P637,2020-12-22,1838.28,210.62,7,Toys,Puzzles
O38337,C3011,P129,2024-03-09,1810.05,397.3,6,Toys,Action Figures
O38338,C4954,P449,2024-02-13,19.43,222.99,3,Home Decor,Curtains
O38339,C8607,P283,2024-11-21,33.83,350.11,2,Electronics,Headphones
O38340,C2388,P997,2022-07-13,1385.19,329.51,9,Home Decor,Curtains
O38341,C9557,P719,2023-11-16,328.14,365.05,10,Electronics,Laptops
O38342,C9502,P176,2021-09-15,272.86,425.56,7,Clothing,Shoes
O38343,C9112,P198,2021-05-30,1483.43,16.04,3,Clothing,Jackets
O38344,C3604,P520,2021-01-29,987.02,392.07,7,Office Supplies,Pens
O38345,C9623,P820,2021-06-03,868.84,161.0,4,Office Supplies,Pens
O38346,C1674,P214,2020-11-21,1413.03,482.24,9,Office Supplies,Notebooks
O38347,C7421,P825,2022-09-27,1634.44,212.57,7,Clothing,Shirts
O38348,C9248,P770,2020-05-12,885.28,122.04,8,Office Supplies,Notebooks
O38349,C8853,P123,2024-04-27,1427.24,345.91,5,Office Supplies,Staplers
O38350,C8691,P325,2024-12-31,647.49,364.5,3,Home Decor,Curtains
O38351,C8020,P618,2023-09-24,1556.25,224.94,9,Electronics,Phones
O38352,C5315,P983,2022-10-12,1754.02,398.48,6,Clothing,Pants
O38353,C6419,P566,2020-05-05,1826.95,241.62,4,Toys,Puzzles
O38354,C7234,P133,2021-09-10,367.9,233.93,2,Office Supplies,Staplers
O38355,C6696,P691,2024-03-02,1618.5,161.25,8,Clothing,Shirts
O38356,C6120,P352,2024-09-04,1313.62,120.72,2,Furniture,Sofas
O38357,C7900,P852,2022-04-22,1949.53,267.05,6,Electronics,Headphones
O38358,C9585,P201,2020-04-07,22.78,210.98,9,Furniture,Tables
O38359,C5126,P870,2022-02-10,48.14,381.33,1,Electronics,Laptops
O38360,C1674,P212,2022-09-03,1258.44,227.57,5,Electronics,Headphones
O38361,C6693,P600,2024-08-22,676.62,299.57,8,Clothing,Jackets
O38362,C8144,P115,2021-06-23,771.99,364.11,4,Furniture,Cabinets
O38363,C9100,P111,2024-04-19,1876.05,473.31,4,Electronics,Headphones
O38364,C2393,P412,2021-03-22,461.74,259.16,8,Office Supplies,Staplers
O38365,C9084,P262,2022-06-02,1741.54,472.38,7,Clothing,Jackets
O38366,C9424,P280,2023-05-28,537.24,275.89,8,Office Supplies,Printers
O38367,C1517,P530,2021-01-13,1055.73,321.12,4,Clothing,Jackets
O38368,C7401,P725,2020-09-25,1853.1,419.56,4,Office Supplies,Printers
O38369,C1715,P456,2021-06-15,311.68,244.0,10,Home Decor,Wall Art
O38370,C2268,P355,2021-06-28,566.69,223.61,10,Furniture,Cabinets
O38371,C8107,P381,2024-12-14,1877.24,115.98,1,Furniture,Chairs
O38372,C2086,P112,2023-10-18,52.68,455.34,10,Toys,Puzzles
O38373,C8223,P831,2024-02-20,468.33,359.42,5,Toys,Action Figures
O38374,C8929,P745,2024-11-19,1490.35,56.4,7,Furniture,Sofas
O38375,C7804,P894,2020-05-15,1664.48,256.95,6,Toys,Board Games
O38376,C3865,P835,2023-04-11,377.94,344.21,1,Electronics,Phones
O38377,C5818,P805,2024-08-04,1642.95,141.9,2,Office Supplies,Printers
O38378,C5344,P989,2023-10-22,1068.39,315.41,6,Furniture,Tables
O38379,C2980,P361,2023-12-03,962.01,361.9,3,Clothing,Pants
O38380,C4759,P184,2021-11-15,711.54,128.64,10,Office Supplies,Notebooks
O38381,C2894,P232,2022-01-06,949.89,211.0,7,Home Decor,Curtains
O38382,C8467,P424,2021-02-18,1126.48,414.75,6,Office Supplies,Printers
O38383,C1843,P711,2023-10-28,1489.62,211.54,1,Furniture,Sofas
O38384,C4971,P502,2020-04-24,1085.89,288.09,9,Furniture,Chairs
O38385,C1326,P559,2023-10-05,850.91,451.43,7,Toys,Board Games
O38386,C9691,P275,2024-10-26,1207.85,138.81,8,Electronics,TVs
O38387,C4914,P258,2023-09-10,486.98,88.6,7,Clothing,Shirts
O38388,C8458,P233,2024-04-11,1666.1,218.68,7,Electronics,TVs
O38389,C3624,P195,2022-09-28,345.0,424.23,8,Electronics,TVs
O38390,C3557,P164,2023-01-03,1141.61,176.62,2,Office Supplies,Printers
O38391,C6200,P399,2021-01-23,779.27,450.83,3,Office Supplies,Notebooks
O38392,C2390,P512,2021-12-12,1115.78,424.69,5,Furniture,Sofas
O38393,C2579,P586,2023-03-22,150.93,40.01,8,Toys,Puzzles
O38394,C1844,P605,2023-07-05,1316.55,20.85,9,Office Supplies,Printers
O38395,C3536,P767,2020-07-26,1083.12,207.51,1,Home Decor,Curtains
O38396,C4558,P635,2021-04-24,1032.49,23.03,7,Furniture,Chairs
O38397,C1201,P537,2020-10-19,611.44,73.95,10,Electronics,Laptops
O38398,C6918,P130,2023-11-11,1877.94,233.43,3,Toys,Board Games
O38399,C5340,P472,2024-09-19,505.11,399.66,6,Toys,Puzzles
O38400,C3140,P922,2023-12-01,1713.17,396.7,2,Electronics,TVs
O38401,C1010,P172,2022-07-24,455.88,11.84,3,Home Decor,Lamps
O38402,C9714,P374,2021-02-22,1345.51,222.83,1,Home Decor,Lamps
O38403,C4134,P862,2020-11-11,48.27,150.93,7,Home Decor,Wall Art
O38404,C7576,P139,2023-02-16,992.49,10.39,9,Home Decor,Lamps
O38405,C8070,P522,2021-03-12,1430.64,147.44,3,Clothing,Pants
O38406,C1808,P459,2024-12-31,48.83,56.06,5,Toys,Action Figures
O38407,C2247,P630,2020-09-15,1887.05,452.88,7,Clothing,Shoes
O38408,C8739,P741,2023-03-08,1744.65,308.98,5,Clothing,Shoes
O38409,C9704,P668,2023-06-11,1981.54,285.54,9,Clothing,Shoes
O38410,C4443,P824,2024-11-12,1717.06,261.52,8,Clothing,Shirts
O38411,C3432,P822,2020-09-27,1349.49,158.53,7,Furniture,Sofas
O38412,C6440,P303,2022-08-25,1465.75,464.4,8,Toys,Board Games
O38413,C5305,P441,2020-07-14,1592.21,58.39,9,Toys,Dolls
O38414,C4820,P908,2023-03-12,1548.21,235.7,8,Home Decor,Wall Art
O38415,C8820,P534,2022-05-01,1924.81,185.67,9,Home Decor,Lamps
O38416,C4739,P589,2020-05-05,10.37,45.59,10,Clothing,Shoes
O38417,C2339,P141,2022-10-09,1002.58,428.44,1,Electronics,Phones
O38418,C3273,P879,2022-05-16,1777.02,330.93,5,Furniture,Sofas
O38419,C8987,P618,2021-06-17,325.44,351.39,6,Toys,Puzzles
O38420,C5898,P689,2024-03-07,1935.1,353.51,7,Office Supplies,Printers
O38421,C2667,P445,2024-01-08,992.57,477.4,5,Clothing,Pants
O38422,C2311,P977,2023-03-30,1281.45,202.64,3,Furniture,Chairs
O38423,C3187,P286,2021-11-27,1740.99,407.63,9,Home Decor,Clocks
O38424,C1234,P622,2023-03-22,43.7,376.94,7,Furniture,Cabinets
O38425,C4672,P572,2024-07-07,1651.97,158.41,10,Toys,Dolls
O38426,C1875,P850,2020-06-27,188.43,131.08,4,Toys,Dolls
O38427,C7130,P462,2023-05-15,1815.05,171.28,3,Home Decor,Wall Art
O38428,C6531,P768,2024-02-29,1396.67,91.98,8,Clothing,Jackets
O38429,C8750,P226,2021-02-01,1093.96,29.99,6,Furniture,Sofas
O38430,C2329,P183,2020-06-10,623.69,135.3,8,Clothing,Jackets
O38431,C1747,P657,2022-08-25,1562.9,13.86,10,Furniture,Tables
O38432,C2327,P713,2022-06-11,1984.49,439.95,7,Electronics,Phones
O38433,C6707,P591,2024-12-12,139.36,119.36,4,Toys,Dolls
O38434,C2155,P528,2021-09-24,1623.55,8.99,2,Office Supplies,Notebooks
O38435,C4058,P492,2024-05-07,1722.88,462.41,9,Toys,Puzzles
O38436,C3554,P827,2020-12-18,1710.03,463.01,9,Electronics,Headphones
O38437,C2017,P325,2021-01-23,1254.17,172.58,1,Office Supplies,Pens
O38438,C4295,P182,2021-09-02,1013.02,450.1,7,Office Supplies,Notebooks
O38439,C5457,P205,2022-03-29,1025.17,37.27,2,Furniture,Tables
O38440,C2731,P687,2024-10-10,994.12,379.29,5,Toys,Puzzles
O38441,C1657,P921,2023-10-19,553.31,453.51,2,Furniture,Chairs
O38442,C3903,P116,2023-05-25,1194.26,169.02,2,Furniture,Cabinets
O38443,C3759,P530,2021-06-01,570.95,64.29,5,Clothing,Pants
O38444,C4772,P743,2024-07-28,1355.58,52.61,2,Home Decor,Lamps
O38445,C7391,P402,2021-07-21,1779.84,401.51,7,Office Supplies,Notebooks
O38446,C1723,P859,2022-11-14,1521.5,48.08,5,Office Supplies,Pens
O38447,C9572,P595,2024-10-12,923.45,29.26,8,Home Decor,Lamps
O38448,C2405,P574,2024-12-08,489.97,211.1,2,Clothing,Jackets
O38449,C5726,P963,2024-10-16,1282.67,116.55,3,Clothing,Shirts
O38450,C2835,P671,2020-03-10,1218.82,181.54,2,Home Decor,Curtains
O38451,C7723,P834,2021-08-31,1898.8,107.65,6,Electronics,Headphones
O38452,C7449,P663,2021-03-19,1899.49,54.56,5,Home Decor,Clocks
O38453,C8690,P124,2022-08-11,498.55,283.97,2,Toys,Action Figures
O38454,C4163,P449,2024-04-06,1725.35,123.88,6,Electronics,TVs
O38455,C1291,P859,2021-02-10,392.94,401.43,4,Furniture,Cabinets
O38456,C7381,P456,2020-03-31,359.3,161.58,7,Office Supplies,Staplers
O38457,C3492,P982,2020-01-22,1555.02,122.64,1,Toys,Action Figures
O38458,C4197,P116,2020-08-04,1235.9,250.7,7,Office Supplies,Notebooks
O38459,C7342,P755,2023-03-24,276.85,146.11,3,Office Supplies,Staplers
O38460,C2409,P903,2021-06-30,463.71,223.24,7,Toys,Board Games
O38461,C2798,P166,2020-06-16,1054.33,196.97,5,Furniture,Cabinets
O38462,C8816,P747,2023-12-16,1040.93,466.53,1,Electronics,Headphones
O38463,C8140,P739,2023-03-09,38.0,303.72,9,Toys,Board Games
O38464,C8138,P191,2022-08-31,973.82,494.78,8,Furniture,Tables
O38465,C4443,P594,2020-04-01,162.94,238.93,7,Office Supplies,Notebooks
O38466,C8145,P777,2022-06-01,1806.42,132.38,3,Home Decor,Wall Art
O38467,C4982,P815,2022-01-25,1289.82,268.79,5,Electronics,Phones
O38468,C3655,P928,2022-12-24,221.56,60.47,10,Home Decor,Wall Art
O38469,C2365,P811,2020-06-05,382.78,91.37,5,Home Decor,Lamps
O38470,C4706,P460,2023-10-22,620.19,120.07,10,Electronics,Headphones
O38471,C2645,P492,2023-12-06,927.33,123.55,6,Toys,Puzzles
O38472,C1650,P666,2024-08-02,555.4,226.1,1,Furniture,Tables
O38473,C6054,P292,2020-07-26,571.13,69.5,2,Office Supplies,Staplers
O38474,C6270,P239,2023-04-01,1155.75,5.85,7,Furniture,Tables
O38475,C1938,P391,2024-04-13,1814.84,110.52,2,Office Supplies,Printers
O38476,C5274,P333,2023-07-21,1890.33,439.16,1,Toys,Action Figures
O38477,C2352,P171,2021-08-23,671.29,224.95,3,Toys,Dolls
O38478,C8452,P977,2020-10-13,1620.92,153.55,8,Furniture,Sofas
O38479,C6560,P569,2023-02-11,1896.98,476.18,9,Office Supplies,Pens
O38480,C3532,P669,2021-02-15,824.66,404.6,5,Furniture,Cabinets
O38481,C8749,P308,2022-12-20,1066.89,243.23,6,Clothing,Pants
O38482,C6829,P349,2020-02-04,578.42,165.74,5,Electronics,Phones
O38483,C9994,P877,2023-08-24,64.99,47.26,4,Office Supplies,Notebooks
O38484,C1994,P909,2020-01-10,293.47,123.81,2,Clothing,Shoes
O38485,C7326,P812,2020-06-24,141.88,255.3,1,Furniture,Chairs
O38486,C9713,P127,2022-07-31,1995.63,277.25,10,Home Decor,Lamps
O38487,C7895,P505,2024-10-11,1959.34,403.46,9,Home Decor,Clocks
O38488,C8430,P543,2020-08-12,1214.28,446.47,10,Clothing,Shirts
O38489,C9017,P644,2020-04-20,1792.78,329.31,7,Furniture,Sofas
O38490,C2671,P168,2024-02-10,490.01,279.91,8,Toys,Puzzles
O38491,C7629,P785,2023-08-06,920.21,228.61,7,Office Supplies,Printers
O38492,C8498,P897,2021-10-13,1113.98,184.8,5,Electronics,Phones
O38493,C5077,P590,2020-11-04,1334.59,270.71,5,Clothing,Shirts
O38494,C8709,P618,2024-01-25,1838.73,244.32,4,Toys,Dolls
O38495,C2611,P686,2022-10-13,402.72,111.04,6,Office Supplies,Notebooks
O38496,C1146,P252,2021-01-27,260.76,345.42,9,Furniture,Cabinets
O38497,C5047,P726,2023-08-07,1829.54,45.5,8,Furniture,Tables
O38498,C9584,P955,2021-02-28,972.12,60.29,4,Electronics,Laptops
O38499,C4116,P852,2023-01-27,1590.17,496.35,5,Clothing,Shirts
O38500,C9641,P444,2021-10-22,1844.9,367.51,9,Electronics,Phones
O38501,C7248,P489,2024-07-09,818.26,203.24,1,Office Supplies,Printers
O38502,C8575,P511,2024-12-26,1412.96,396.53,8,Furniture,Cabinets
O38503,C9612,P654,2020-05-11,1339.62,41.9,2,Office Supplies,Staplers
O38504,C1845,P209,2021-08-27,1658.16,374.62,8,Office Supplies,Notebooks
